"","nMissDetYr","nMissDetYrLci","nMissDetYrUci","nMissSum","nMissSumLci","nMissSumUci"
"0-23",54.2641384233109,2.33643821876354,274.276475201369,542.424121762916,23.1471197174427,2742.54748954349
"24-29",15.4257725774717,0.664183854220685,77.9691091158897,154.203713251492,6.58782601898177,779.637078635671
"30-35",14.5294874395723,0.625592716280527,73.4388625194967,145.244850545876,6.20590331295799,734.338601345118
"36-47",5.67746843429749,0.244453420272454,28.6965954951421,56.7674522427905,2.43730210254018,286.958722851236
"48-59",3.87087513445376,0.166667358350871,19.5652233440146,38.7225918682593,1.68051410723043,195.666073963867
"60-71",3.00277297173755,0.129289688130825,15.1774267582274,30.0668929338759,1.33206009780864,151.813430798774
"72-83",2.00944440181925,0.0865201740100617,10.1566770183408,20.1589133516928,0.929671073600912,101.631239516909
"84-95",1.16215281572629,0.0500385398829094,5.87406687370941,11.7041763335007,0.583033575066932,58.8233169133319
"96-107",0.607653326808529,0.0261635860766631,3.07136568393082,6.16727479711612,0.352377389797467,30.804398368339
"108-119",0.282938982475053,0.0121824370835085,1.43010667938629,2.91536106809324,0.207795614177795,14.3870380372056
"120-131",0.118343042116841,0.0050954684725585,0.598161389815243,1.25729215393143,0.124816417488599,6.05547563091544
"132-143",0.0497915150849733,0.00214386152982201,0.251669733441775,0.561729951834956,0.0852534162834435,2.58051213540297
"144-155",0.0242545523764146,0.00104432254519889,0.122593914262393,0.309870279334106,0.077767981021949,1.29326389819389
"156-167",0.0125996268623793,0.000542499164250559,0.0636844395778953,0.189192762063233,0.0686214850819456,0.700040889218393
"168-179",0.00320313804723842,0.000137916759963307,0.0161901660784969,0.0602043818960701,0.029552169023319,0.190074662208655
"180-191",0.000187949134224672,8.09248157522388e-06,0.000949983314028755,0.00529353397590311,0.00349496744940863,0.0129138757739439
"192-203",1.56937301283162e-05,6.75721239333398e-07,7.93234925942726e-05,0.000728175140475804,0.000577995051585976,0.00136447276513537
"204-",1.29431046492944e-06,5.57288206368657e-08,6.54205378454125e-06,0.000121031613567904,0.000108645797124978,0.000173509046764022
"p1",2.97342293293924e-07,1.28025970427696e-08,1.50290778592579e-06,4.48811545843579e-05,4.20357576218464e-05,5.69368095106766e-05
"p2",0,0,0,0,0,0
"p3",0,0,0,0,0,0
"p4",0,0,0,0,0,0
"p5",0,0,0,0,0,0
"p6",0,0,0,0,0,0
